8192,8192,2,64,WRITE THROUGH,WRITE ALLOCATE,757341,23040,0.0304,22912,242661,7521,0.0310,7393,488976,83030
8192,8192,2,64,WRITE BACK,WRITE ALLOCATE,757341,23040,0.0304,22912,242661,7521,0.0310,7393,488976,41840
8192,8192,2,64,WRITE THROUGH,WRITE NO ALLOCATE,757341,23040,0.0304,22912,242661,17883,0.0737,6473,474256,83030
8192,8192,2,64,WRITE BACK,WRITE NO ALLOCATE,757341,23040,0.0304,22912,242661,17883,0.0737,6473,474256,39426
8192,8192,4,64,WRITE THROUGH,WRITE ALLOCATE,757341,21095,0.0279,20967,242661,6118,0.0252,5990,435408,83030
8192,8192,4,64,WRITE BACK,WRITE ALLOCATE,757341,21095,0.0279,20967,242661,6118,0.0252,5990,435408,33216
8192,8192,4,64,WRITE THROUGH,WRITE NO ALLOCATE,757341,21095,0.0279,20967,242661,15259,0.0629,5221,423104,83030
8192,8192,4,64,WRITE BACK,WRITE NO ALLOCATE,757341,21095,0.0279,20967,242661,15259,0.0629,5221,423104,32102
8192,8192,2,128,WRITE THROUGH,WRITE ALLOCATE,757341,17301,0.0228,17237,242661,9225,0.0380,9161,848832,83030
8192,8192,2,128,WRITE BACK,WRITE ALLOCATE,757341,17301,0.0228,17237,242661,9225,0.0380,9161,848832,91744
8192,8192,2,128,WRITE THROUGH,WRITE NO ALLOCATE,757341,17301,0.0228,17237,242661,19007,0.0783,8391,824192,83030
8192,8192,2,128,WRITE BACK,WRITE NO ALLOCATE,757341,17301,0.0228,17237,242661,19007,0.0783,8391,824192,78872
8192,8192,4,128,WRITE THROUGH,WRITE ALLOCATE,757341,15819,0.0209,15755,242661,7232,0.0298,7168,737632,83030
8192,8192,4,128,WRITE BACK,WRITE ALLOCATE,757341,15819,0.0209,15755,242661,7232,0.0298,7168,737632,68384
8192,8192,4,128,WRITE THROUGH,WRITE NO ALLOCATE,757341,15819,0.0209,15755,242661,15919,0.0656,6515,716736,83030
8192,8192,4,128,WRITE BACK,WRITE NO ALLOCATE,757341,15819,0.0209,15755,242661,15919,0.0656,6515,716736,59292
16384,16384,2,64,WRITE THROUGH,WRITE ALLOCATE,757341,12582,0.0166,12326,242661,3746,0.0154,3490,261248,83030
16384,16384,2,64,WRITE BACK,WRITE ALLOCATE,757341,12582,0.0166,12326,242661,3746,0.0154,3490,261248,23584
16384,16384,2,64,WRITE THROUGH,WRITE NO ALLOCATE,757341,12582,0.0166,12326,242661,11526,0.0475,2918,252096,83030
16384,16384,2,64,WRITE BACK,WRITE NO ALLOCATE,757341,12582,0.0166,12326,242661,11526,0.0475,2918,252096,24048
16384,16384,4,64,WRITE THROUGH,WRITE ALLOCATE,757341,10468,0.0138,10212,242661,2793,0.0115,2537,212176,83030
16384,16384,4,64,WRITE BACK,WRITE ALLOCATE,757341,10468,0.0138,10212,242661,2793,0.0115,2537,212176,18208
16384,16384,4,64,WRITE THROUGH,WRITE NO ALLOCATE,757341,10468,0.0138,10212,242661,10276,0.0423,2096,205120,83030
16384,16384,4,64,WRITE BACK,WRITE NO ALLOCATE,757341,10468,0.0138,10212,242661,10276,0.0423,2096,205120,19588
16384,16384,2,128,WRITE THROUGH,WRITE ALLOCATE,757341,10139,0.0134,10011,242661,4106,0.0169,3978,455840,83030
16384,16384,2,128,WRITE BACK,WRITE ALLOCATE,757341,10139,0.0134,10011,242661,4106,0.0169,3978,455840,46048
16384,16384,2,128,WRITE THROUGH,WRITE NO ALLOCATE,757341,10139,0.0134,10011,242661,11021,0.0454,3507,440768,83030
16384,16384,2,128,WRITE BACK,WRITE NO ALLOCATE,757341,10139,0.0134,10011,242661,11021,0.0454,3507,440768,40538
16384,16384,4,128,WRITE THROUGH,WRITE ALLOCATE,757341,8305,0.0110,8177,242661,3051,0.0126,2923,363392,83030
16384,16384,4,128,WRITE BACK,WRITE ALLOCATE,757341,8305,0.0110,8177,242661,3051,0.0126,2923,363392,32512
16384,16384,4,128,WRITE THROUGH,WRITE NO ALLOCATE,757341,8305,0.0110,8177,242661,9785,0.0403,2618,353632,83030
16384,16384,4,128,WRITE BACK,WRITE NO ALLOCATE,757341,8305,0.0110,8177,242661,9785,0.0403,2618,353632,31103
