8192,8192,2,4,WRITE BACK,WRITE ALLOCATE,597309,160,0.0003,0,235168,14944,0.0635,12896,15104,7478
8192,8192,2,8,WRITE BACK,WRITE ALLOCATE,597309,87,0.0001,0,235168,7478,0.0318,6454,15130,7484
8192,8192,2,16,WRITE BACK,WRITE ALLOCATE,597309,51,0.0001,0,235168,3745,0.0159,3233,15184,7500
8192,8192,2,32,WRITE BACK,WRITE ALLOCATE,597309,29,0.0000,0,235168,1882,0.0080,1626,15288,7544
8192,8192,2,64,WRITE BACK,WRITE ALLOCATE,597309,20,0.0000,0,235168,961,0.0041,833,15696,7664
8192,8192,2,128,WRITE BACK,WRITE ALLOCATE,597309,13,0.0000,0,235168,566,0.0024,502,18528,8608
8192,8192,2,256,WRITE BACK,WRITE ALLOCATE,597309,10,0.0000,0,235168,734,0.0031,702,47616,18304
8192,8192,2,512,WRITE BACK,WRITE ALLOCATE,597309,15,0.0000,8,235168,1900,0.0081,1884,245120,113280
8192,8192,2,1024,WRITE BACK,WRITE ALLOCATE,597309,12,0.0000,6,235168,8620,0.0367,8612,2209792,966400
8192,8192,2,2048,WRITE BACK,WRITE ALLOCATE,597309,11,0.0000,7,235168,21175,0.0900,21171,10847232,5104128
8192,8192,2,4096,WRITE BACK,WRITE ALLOCATE,597309,14936,0.0250,14934,235168,44798,0.1905,44796,61167616,22935552
