8192,8192,2,4,WRITE BACK,WRITE ALLOCATE,782764,37618,0.0481,35570,217237,6491,0.0299,4443,44109,4315
8192,8192,2,8,WRITE BACK,WRITE ALLOCATE,782764,21743,0.0278,20719,217237,3683,0.0170,2659,50852,4696
8192,8192,2,16,WRITE BACK,WRITE ALLOCATE,782764,13585,0.0174,13073,217237,2467,0.0114,1955,64208,5752
8192,8192,2,32,WRITE BACK,WRITE ALLOCATE,782764,8976,0.0115,8720,217237,1913,0.0088,1657,87112,7920
8192,8192,2,64,WRITE BACK,WRITE ALLOCATE,782764,6590,0.0084,6462,217237,3160,0.0145,3032,156000,18880
8192,8192,2,128,WRITE BACK,WRITE ALLOCATE,782764,5073,0.0065,5009,217237,4039,0.0186,3975,291584,36256
8192,8192,2,256,WRITE BACK,WRITE ALLOCATE,782764,4230,0.0054,4198,217237,5157,0.0237,5125,600768,136448
8192,8192,2,512,WRITE BACK,WRITE ALLOCATE,782764,3543,0.0045,3527,217237,9479,0.0436,9463,1666816,661504
8192,8192,2,1024,WRITE BACK,WRITE ALLOCATE,782764,3516,0.0045,3508,217237,12701,0.0585,12693,4151552,1752832
8192,8192,2,2048,WRITE BACK,WRITE ALLOCATE,782764,8681,0.0111,8677,217237,22415,0.1032,22411,15921152,5174784
8192,8192,2,4096,WRITE BACK,WRITE ALLOCATE,782764,10638,0.0136,10636,217237,44607,0.2053,44605,56570880,20675584
